gene_id	colors
Amillepora20384-RA	turquoise
Amillepora20386-RA	turquoise
Amillepora20422-RA	turquoise
Amillepora20434-RA	blue
Amillepora20478-RA	blue
Amillepora20507-RA	blue
Amillepora20535-RA	turquoise
Amillepora20540-RA	turquoise
Amillepora20543-RA	turquoise
Amillepora20552-RA	turquoise
Amillepora20572-RA	turquoise
Amillepora20582-RA	turquoise
Amillepora20596-RA	blue
Amillepora20634-RA	blue
Amillepora20641-RA	turquoise
Amillepora20669-RA	turquoise
Amillepora20678-RA	turquoise
Amillepora20749-RA	turquoise
Amillepora20761-RA	turquoise
Amillepora20781-RA	turquoise
Amillepora20773-RA	brown
Amillepora20780-RA	turquoise
Amillepora20804-RA	turquoise
Amillepora20813-RA	turquoise
Amillepora20876-RA	turquoise
Amillepora20889-RA	blue
Amillepora20911-RA	blue
Amillepora20920-RA	blue
Amillepora20933-RA	blue
Amillepora20988-RA	blue
Amillepora20989-RA	blue
Amillepora20995-RA	turquoise
Amillepora21001-RA	turquoise
Amillepora21003-RA	turquoise
Amillepora21014-RA	grey
Amillepora21015-RA	turquoise
Amillepora21026-RA	blue
Amillepora21095-RA	blue
Amillepora21126-RA	blue
Amillepora21136-RA	blue
Amillepora21160-RA	brown
Amillepora21219-RA	turquoise
Amillepora21381-RA	turquoise
Amillepora21396-RA	turquoise
Amillepora21406-RA	turquoise
Amillepora21452-RA	blue
Amillepora21479-RA	brown
Amillepora21524-RA	turquoise
Amillepora21557-RA	turquoise
Amillepora21570-RA	blue
Amillepora21577-RA	blue
Amillepora21581-RA	blue
Amillepora21579-RA	blue
Amillepora21605-RA	blue
Amillepora21635-RA	brown
Amillepora21695-RA	brown
Amillepora21712-RA	brown
Amillepora21730-RA	blue
Amillepora21836-RA	turquoise
Amillepora21847-RA	brown
Amillepora21863-RA	brown
Amillepora27836-RA	blue
Amillepora29223-RA	blue
Amillepora29220-RA	blue
Amillepora29222-RA	blue
Amillepora29219-RA	blue
Amillepora29221-RA	blue
Amillepora29218-RA	blue
Amillepora29234-RA	brown
Amillepora29254-RA	brown
Amillepora29255-RA	brown
Amillepora29252-RA	brown
Amillepora29261-RA	brown
Amillepora29300-RA	brown
Amillepora29292-RA	blue
Amillepora29291-RA	blue
Amillepora29314-RA	brown
Amillepora29328-RA	brown
Amillepora29339-RA	brown
Amillepora29336-RA	blue
Amillepora29335-RA	brown
Amillepora29356-RA	brown
Amillepora29370-RA	brown
Amillepora29377-RA	brown
Amillepora29376-RA	brown
Amillepora29359-RA	brown
Amillepora29368-RA	brown
Amillepora29390-RA	brown
Amillepora29388-RA	brown
Amillepora29389-RA	brown
Amillepora29406-RA	brown
Amillepora29405-RA	brown
Amillepora29404-RA	brown
Amillepora29403-RA	brown
Amillepora29392-RA	brown
Amillepora29407-RA	brown
Amillepora29408-RA	brown
Amillepora29147-RA	blue
Amillepora29208-RA	blue
Amillepora29572-RA	brown
Amillepora29587-RA	turquoise
Amillepora29594-RA	turquoise
Amillepora29648-RA	blue
Amillepora29415-RA	blue
Amillepora29434-RA	brown
Amillepora29455-RA	blue
Amillepora28061-RA	brown
Amillepora28059-RA	blue
Amillepora28076-RA	blue
Amillepora28073-RA	blue
Amillepora28104-RA	blue
Amillepora28116-RA	brown
Amillepora28117-RA	blue
Amillepora27881-RA	brown
Amillepora27887-RA	blue
Amillepora27954-RA	blue
Amillepora27980-RA	brown
Amillepora27590-RA	blue
Amillepora27599-RA	brown
Amillepora27634-RA	turquoise
Amillepora27684-RA	blue
Amillepora27724-RA	turquoise
Amillepora27720-RA	grey
Amillepora27758-RA	turquoise
Amillepora27764-RA	brown
Amillepora28178-RA	brown
Amillepora28182-RA	brown
Amillepora28177-RA	brown
Amillepora28186-RA	brown
Amillepora28211-RA	blue
Amillepora28259-RA	brown
Amillepora28318-RA	blue
Amillepora28313-RA	brown
Amillepora28312-RA	brown
Amillepora28325-RA	brown
Amillepora28322-RA	blue
Amillepora28320-RA	blue
Amillepora28332-RA	blue
Amillepora28342-RA	brown
Amillepora28403-RA	blue
Amillepora28406-RA	brown
Amillepora28405-RA	brown
Amillepora28430-RA	blue
Amillepora28431-RA	grey
Amillepora28436-RA	blue
Amillepora28426-RA	blue
Amillepora28474-RA	brown
Amillepora28617-RA	brown
Amillepora28747-RA	blue
Amillepora28750-RA	brown
Amillepora28786-RA	grey
Amillepora28770-RA	blue
Amillepora28785-RA	brown
Amillepora28777-RA	blue
Amillepora29043-RA	blue
Amillepora28518-RA	blue
Amillepora28569-RA	turquoise
Amillepora31310-RA	blue
Amillepora31341-RA	grey
Amillepora31352-RA	brown
Amillepora31350-RA	brown
Amillepora31899-RA	turquoise
Amillepora31920-RA	turquoise
Amillepora31040-RA	turquoise
Amillepora31730-RA	brown
Amillepora31800-RA	blue
Amillepora30521-RA	brown
Amillepora30534-RA	brown
Amillepora30531-RA	blue
Amillepora31716-RA	brown
Amillepora30827-RA	brown
Amillepora31514-RA	turquoise
Amillepora31198-RA	blue
Amillepora30599-RA	blue
Amillepora30614-RA	brown
Amillepora30648-RA	blue
Amillepora31567-RA	blue
Amillepora29653-RA	brown
Amillepora29674-RA	brown
Amillepora29681-RA	blue
Amillepora29690-RA	blue
Amillepora29691-RA	blue
Amillepora30242-RA	brown
Amillepora30263-RA	brown
Amillepora30284-RA	turquoise
Amillepora30285-RA	grey
Amillepora30872-RA	turquoise
Amillepora30722-RA	turquoise
Amillepora30735-RA	blue
Amillepora30743-RA	turquoise
Amillepora30757-RA	turquoise
Amillepora30789-RA	blue
Amillepora30150-RA	brown
Amillepora30149-RA	blue
Amillepora30178-RA	brown
Amillepora30191-RA	brown
Amillepora30201-RA	brown
Amillepora30212-RA	brown
Amillepora30211-RA	brown
Amillepora30689-RA	brown
Amillepora30712-RA	brown
Amillepora30955-RA	blue
Amillepora30991-RA	brown
Amillepora31412-RA	turquoise
Amillepora31451-RA	blue
Amillepora31470-RA	turquoise
Amillepora29860-RA	blue
Amillepora29877-RA	brown
Amillepora29912-RA	brown
Amillepora29916-RA	brown
Amillepora29913-RA	blue
Amillepora29819-RA	brown
Amillepora29844-RA	turquoise
Amillepora31132-RA	brown
Amillepora31134-RA	brown
Amillepora30145-RA	blue
Amillepora29939-RA	blue
Amillepora29940-RA	blue
Amillepora29971-RA	blue
Amillepora36185-RA	blue
Amillepora36188-RA	brown
Amillepora32837-RA	blue
Amillepora32848-RA	brown
Amillepora36287-RA	brown
Amillepora33444-RA	brown
Amillepora33470-RA	brown
Amillepora34789-RA	turquoise
Amillepora34393-RA	brown
Amillepora34399-RA	turquoise
Amillepora34401-RA	brown
Amillepora32220-RA	brown
Amillepora32239-RA	blue
Amillepora32261-RA	blue
Amillepora36774-RA	blue
Amillepora34382-RA	blue
Amillepora34378-RA	blue
Amillepora35234-RA	brown
Amillepora35000-RA	blue
Amillepora33791-RA	turquoise
Amillepora33800-RA	turquoise
Amillepora33807-RA	brown
Amillepora35070-RA	brown
Amillepora32491-RA	brown
Amillepora35204-RA	blue
Amillepora35212-RA	grey
Amillepora36051-RA	brown
Amillepora34855-RA	brown
Amillepora33954-RA	turquoise
Amillepora34581-RA	grey
Amillepora34588-RA	blue
Amillepora36508-RA	blue
Amillepora35507-RA	brown
Amillepora33333-RA	blue
Amillepora34250-RA	blue
Amillepora34255-RA	blue
Amillepora34260-RA	brown
Amillepora32326-RA	blue
Amillepora32325-RA	brown
Amillepora33692-RA	blue
Amillepora34109-RA	brown
Amillepora35856-RA	blue
Amillepora36328-RA	brown
Amillepora35889-RA	brown
Amillepora32381-RA	brown
Amillepora32382-RA	brown
Amillepora32400-RA	blue
Amillepora34977-RA	brown
Amillepora36389-RA	grey
Amillepora36386-RA	brown
Amillepora33311-RA	blue
Amillepora33308-RA	blue
Amillepora32766-RA	blue
Amillepora35765-RA	brown
Amillepora35773-RA	blue
Amillepora34460-RA	blue
Amillepora33714-RA	turquoise
Amillepora32920-RA	grey
Amillepora32922-RA	grey
Amillepora32921-RA	grey
Amillepora34220-RA	brown
Amillepora34127-RA	turquoise
Amillepora34126-RA	brown
Amillepora30437-RA	turquoise
Amillepora37004-RA	brown
Amillepora33749-RA	brown
Amillepora33752-RA	blue
Amillepora33756-RA	blue
Amillepora33767-RA	brown
Amillepora33762-RA	turquoise
Amillepora32081-RA	blue
Amillepora32092-RA	blue
Amillepora32101-RA	brown
Amillepora33896-RA	grey
Amillepora33900-RA	turquoise
Amillepora33899-RA	turquoise
Amillepora33913-RA	turquoise
Amillepora33917-RA	turquoise
Amillepora31192-RA	brown
Amillepora31852-RA	turquoise
Amillepora29698-RA	turquoise
Amillepora29700-RA	grey
Amillepora29758-RA	turquoise
Amillepora29774-RA	brown
Amillepora37759-RA	brown
Amillepora30087-RA	brown
Amillepora33203-RA	blue
Amillepora33245-RA	blue
Amillepora28954-RA	brown
Amillepora33483-RA	brown
Amillepora33490-RA	grey
Amillepora33498-RA	brown
Amillepora37246-RA	brown
Amillepora32200-RA	turquoise
Amillepora32452-RA	brown
Amillepora33921-RA	brown
Amillepora33936-RA	blue
Amillepora32594-RA	turquoise
Amillepora29472-RA	turquoise
Amillepora29487-RA	turquoise
Amillepora29481-RA	turquoise
Amillepora29486-RA	turquoise
Amillepora29493-RA	turquoise
Amillepora29524-RA	grey
Amillepora29532-RA	blue
Amillepora29540-RA	turquoise
Amillepora29557-RA	turquoise
Amillepora32951-RA	blue
Amillepora32947-RA	brown
Amillepora33577-RA	turquoise
Amillepora33581-RA	turquoise
Amillepora33580-RA	turquoise
Amillepora33672-RA	blue
Amillepora33674-RA	turquoise
Amillepora33125-RA	brown
Amillepora37350-RA	brown
Amillepora37351-RA	blue
Amillepora32107-RA	turquoise
Amillepora32128-RA	blue
Amillepora32138-RA	blue
Amillepora32142-RA	grey
Amillepora30361-RA	turquoise
Amillepora30407-RA	turquoise
Amillepora30419-RA	turquoise
Amillepora33222-RA	brown
Amillepora32009-RA	turquoise
Amillepora32035-RA	blue
Amillepora33414-RA	turquoise
Amillepora32601-RA	blue
Amillepora32610-RA	blue
Amillepora37638-RA	brown
Amillepora35754-RA	grey
Amillepora37668-RA	brown
Amillepora37779-RA	turquoise
Amillepora36779-RA	brown
Amillepora37222-RA	brown
Amillepora37197-RA	brown
Amillepora37119-RA	brown
Amillepora37127-RA	blue
Amillepora37122-RA	blue
Amillepora36970-RA	blue
Amillepora36975-RA	brown
Amillepora35473-RA	brown
Amillepora35475-RA	brown
Amillepora36391-RA	brown
Amillepora31384-RA	blue
Amillepora31407-RA	brown
Amillepora31404-RA	brown
Amillepora31632-RA	blue
Amillepora31649-RA	blue
Amillepora31682-RA	blue
Amillepora37290-RA	blue
Amillepora36071-RA	brown
Amillepora37871-RA	brown
Amillepora37142-RA	blue
Amillepora37138-RA	brown
Amillepora37139-RA	brown
Amillepora35817-RA	blue
Amillepora35813-RA	grey
Amillepora35823-RA	blue
Amillepora37572-RA	blue
Amillepora32267-RA	turquoise
Amillepora36008-RA	turquoise
Amillepora36979-RA	blue
Amillepora36559-RA	turquoise
Amillepora36556-RA	turquoise
Amillepora36557-RA	turquoise
Amillepora36561-RA	blue
Amillepora35670-RA	blue
Amillepora32712-RA	blue
Amillepora32730-RA	brown
Amillepora32731-RA	blue
Amillepora36119-RA	brown
Amillepora36726-RA	brown
Amillepora36180-RA	grey
Amillepora36178-RA	blue
Amillepora37936-RA	blue
Amillepora35437-RA	blue
Amillepora34903-RA	brown
Amillepora36111-RA	brown
Amillepora36103-RA	blue
Amillepora37609-RA	turquoise
Amillepora35278-RA	brown
Amillepora36687-RA	brown
Amillepora34912-RA	blue
Amillepora37365-RA	blue
Amillepora37538-RA	brown
Amillepora32743-RA	grey
Amillepora32748-RA	blue
Amillepora32751-RA	turquoise
Amillepora36746-RA	turquoise
Amillepora36060-RA	blue
Amillepora35792-RA	blue
Amillepora35719-RA	blue
Amillepora36851-RA	grey
Amillepora36407-RA	grey
Amillepora34701-RA	blue
Amillepora34692-RA	blue
Amillepora36699-RA	brown
Amillepora34625-RA	blue
Amillepora37422-RA	brown
Amillepora35324-RA	brown
Amillepora37334-RA	blue
Amillepora37969-RA	blue
Amillepora37050-RA	brown
Amillepora37833-RA	blue
Amillepora37581-RA	blue
Amillepora34807-RA	blue
Amillepora34812-RA	blue
Amillepora34792-RA	blue
Amillepora34801-RA	blue
Amillepora37170-RA	blue
Amillepora37227-RA	blue
Amillepora35424-RA	blue
Amillepora37995-RA	grey
Amillepora35366-RA	blue
Amillepora36425-RA	grey
Amillepora37147-RA	grey
Amillepora34838-RA	brown
Amillepora36617-RA	blue
Amillepora34665-RA	brown
Amillepora37322-RA	brown
Amillepora33645-RA	blue
Amillepora33510-RA	turquoise
Amillepora38126-RA	blue
Amillepora34950-RA	blue
Amillepora37137-RA	blue
Amillepora35958-RA	blue
Amillepora36934-RA	blue
Amillepora36936-RA	grey
Amillepora36935-RA	blue
Amillepora32969-RA	blue
Amillepora36839-RA	blue
Amillepora35339-RA	turquoise
Amillepora35356-RA	blue
Amillepora36526-RA	blue
Amillepora37663-RA	brown
Amillepora37107-RA	blue
Amillepora35648-RA	brown
Amillepora37208-RA	brown
Amillepora37085-RA	turquoise
Amillepora37086-RA	turquoise
Amillepora32876-RA	blue
Amillepora37412-RA	grey
Amillepora34052-RA	turquoise
Amillepora34067-RA	blue
Amillepora34431-RA	brown
Amillepora34442-RA	grey
Amillepora33542-RA	turquoise
Amillepora37822-RA	brown
Amillepora37341-RA	turquoise
Amillepora34035-RA	blue
Amillepora36729-RA	turquoise
Amillepora36730-RA	brown
Amillepora33995-RA	brown
Amillepora36235-RA	brown
